Accession,Hit,Score,Database,Assembly
BDV32DRAFT_157866,PAXM_swissprot,681.5,42,GCA_009176395
BDV32DRAFT_150174,PAXM_swissprot,618.2,42,GCA_009176395
BDV32DRAFT_153289,PAXM_swissprot,506.9,42,GCA_009176395
BDV32DRAFT_160439,PAXM_swissprot,501.2,42,GCA_009176395
BDV32DRAFT_144486,PAXG_swissprot,515.1,42,GCA_009176395
BDV32DRAFT_150404,PAXG_swissprot,473.9,42,GCA_009176395
BDV32DRAFT_138587,PAXB_swissprot,407.4,42,GCA_009176395
E4U19_003203,PAXM_swissprot,574.2,42,GCA_018360355
E4U19_001692,PAXG_swissprot,513.9,42,GCA_018360355
E4U19_003206,PAXB_swissprot,355.7,42,GCA_018360355
CBS147309_2015,PAXC_swissprot,608.2,42,GCA_023141315
CBS147309_3607,PAXM_swissprot,711.0,42,GCA_023141315
CBS147309_2013,PAXM_swissprot,648.0,42,GCA_023141315
CBS147309_2012,PAXG_swissprot,518.4,42,GCA_023141315
CBS147309_1718,PAXG_swissprot,502.5,42,GCA_023141315
CBS147309_2014,PAXB_swissprot,396.1,42,GCA_023141315
HBI60_119060,PAXG_swissprot,470.5,42,GCA_020580665
KEM56_004872,PAXG_swissprot,499.2,42,GCA_024244615
F9C07_9323,PAXC_swissprot,616.1,42,GCA_009017415
F9C07_1723127,PAXM_swissprot,713.6,42,GCA_009017415
F9C07_5225,PAXM_swissprot,614.0,42,GCA_009017415
F9C07_2145670,PAXM_swissprot,506.3,42,GCA_009017415
F9C07_3716,PAXG_swissprot,515.3,42,GCA_009017415
F9C07_4242,PAXG_swissprot,493.2,42,GCA_009017415
F9C07_8749,PAXG_swissprot,479.7,42,GCA_009017415
F9C07_5878,PAXB_swissprot,427.8,42,GCA_009017415
KXX30_008509,PAXM_swissprot,610.2,42,GCA_020498745
KXX30_004036,PAXM_swissprot,599.6,42,GCA_020498745
KXX30_005805,PAXG_swissprot,537.1,42,GCA_020498745
KXX30_000371,PAXG_swissprot,511.8,42,GCA_020498745
KXX30_006672,PAXB_swissprot,293.7,42,GCA_020498745
E4U45_003043,PAXM_swissprot,571.5,42,GCA_018360905
E4U45_006574,PAXG_swissprot,515.6,42,GCA_018360905
E4U45_003046,PAXB_swissprot,261.1,42,GCA_018360905
IFM60648_05501,PAXM_swissprot,636.5,42,GCA_010724575
IFM60648_03630,PAXM_swissprot,618.2,42,GCA_010724575
IFM60648_09112,PAXM_swissprot,617.9,42,GCA_010724575
IFM60648_05500,PAXG_swissprot,540.2,42,GCA_010724575
IFM60648_02192,PAXG_swissprot,513.0,42,GCA_010724575
IFM60648_09891,PAXG_swissprot,491.6,42,GCA_010724575
IFM60648_09113,PAXB_swissprot,294.0,42,GCA_010724575
CBS147332_3681,PAXC_swissprot,616.1,42,GCA_023065595
CBS147332_6028,PAXM_swissprot,711.2,42,GCA_023065595
CBS147332_3683,PAXM_swissprot,649.8,42,GCA_023065595
CBS147332_56,PAXG_swissprot,502.1,42,GCA_023065595
CBS147332_3684,PAXG_swissprot,450.4,42,GCA_023065595
CBS147332_3682,PAXB_swissprot,396.4,42,GCA_023065595
E4U34_004950,PAXM_swissprot,571.1,42,GCA_018360955
E4U34_004369,PAXG_swissprot,515.2,42,GCA_018360955
E4U34_004947,PAXB_swissprot,357.4,42,GCA_018360955
MMC30_000467,PAXM_swissprot,671.4,42,GCA_022813945
MMC30_000461,PAXG_swissprot,485.7,42,GCA_022813945
MMC30_000466,PAXB_swissprot,386.1,42,GCA_022813945
D6C87_01043,PAXG_swissprot,513.7,42,GCA_004917815
ALT_9421,PAXM_swissprot,642.4,42,GCA_001445615
ALT_1002,PAXM_swissprot,633.3,42,GCA_001445615
ALT_2727,PAXM_swissprot,583.0,42,GCA_001445615
ALT_9420,PAXG_swissprot,530.8,42,GCA_001445615
ALT_7954,PAXG_swissprot,513.1,42,GCA_001445615
ALT_0107,PAXG_swissprot,492.2,42,GCA_001445615
ALT_1003,PAXB_swissprot,293.0,42,GCA_001445615
COH20_006548,PAXC_swissprot,612.0,42,GCA_002456175
COH20_006549,PAXM_swissprot,692.8,42,GCA_002456175
COH20_002039,PAXM_swissprot,613.3,42,GCA_002456175
COH20_011009,PAXM_swissprot,506.3,42,GCA_002456175
COH20_006547,PAXG_swissprot,544.4,42,GCA_002456175
COH20_005414,PAXG_swissprot,515.3,42,GCA_002456175
COH20_004346,PAXG_swissprot,493.3,42,GCA_002456175
COH20_001809,PAXG_swissprot,482.4,42,GCA_002456175
COH20_011060,PAXB_swissprot,427.8,42,GCA_002456175
KXW16_009193,PAXM_swissprot,610.2,42,GCA_020502545
KXW16_005487,PAXM_swissprot,607.3,42,GCA_020502545
KXW16_004007,PAXM_swissprot,599.6,42,GCA_020502545
KXW16_005439,PAXG_swissprot,539.2,42,GCA_020502545
KXW16_008813,PAXG_swissprot,511.8,42,GCA_020502545
KXW16_005488,PAXB_swissprot,293.7,42,GCA_020502545
JI435_101110,PAXG_swissprot,468.6,42,GCA_016801405
PSALAMII_LOCUS351,PAXM_swissprot,500.2,42,GCA_911174925
PSALAMII_LOCUS5105,PAXG_swissprot,507.6,42,GCA_911174925
PSALAMII_LOCUS9152,PAXG_swissprot,458.2,42,GCA_911174925
AO1008_01814,PAXC_swissprot,618.4,42,GCA_000691885
AO1008_01813,PAXM_swissprot,679.5,42,GCA_000691885
AO1008_03975,PAXM_swissprot,613.3,42,GCA_000691885
AO1008_03901,PAXM_swissprot,509.7,42,GCA_000691885
AO1008_06428,PAXG_swissprot,515.2,42,GCA_000691885
AO1008_11669,PAXG_swissprot,493.7,42,GCA_000691885
AO1008_04279,PAXG_swissprot,491.1,42,GCA_000691885
AO1008_01815,PAXG_swissprot,477.4,42,GCA_000691885
AO1008_00216,PAXB_swissprot,426.7,42,GCA_000691885
ASPCADRAFT_394399,PAXC_swissprot,561.6,42,GCA_001990825
ASPCADRAFT_41607,PAXM_swissprot,607.7,42,GCA_001990825
ASPCADRAFT_180050,PAXM_swissprot,480.4,42,GCA_001990825
ASPCADRAFT_401731,PAXG_swissprot,519.1,42,GCA_001990825
ASPCADRAFT_400705,PAXG_swissprot,419.3,42,GCA_001990825
ASPCADRAFT_41863,PAXB_swissprot,279.1,42,GCA_001990825
KXX45_003230,PAXM_swissprot,646.1,42,GCA_020498725
KXX45_009423,PAXM_swissprot,610.4,42,GCA_020498725
KXX45_002684,PAXG_swissprot,537.1,42,GCA_020498725
KXX45_004459,PAXG_swissprot,511.8,42,GCA_020498725
KXX45_008237,PAXB_swissprot,293.7,42,GCA_020498725
KXW55_008961,PAXM_swissprot,610.3,42,GCA_020503165
KXW55_004241,PAXM_swissprot,594.3,42,GCA_020503165
KXW55_005687,PAXG_swissprot,535.7,42,GCA_020503165
KXW55_003146,PAXG_swissprot,511.8,42,GCA_020503165
KXW55_007136,PAXB_swissprot,298.1,42,GCA_020503165
DTO006G7_4651,PAXC_swissprot,608.2,42,GCA_023141355
DTO006G7_4376,PAXM_swissprot,711.0,42,GCA_023141355
DTO006G7_4649,PAXM_swissprot,648.0,42,GCA_023141355
DTO006G7_4648,PAXG_swissprot,518.4,42,GCA_023141355
DTO006G7_3145,PAXG_swissprot,502.5,42,GCA_023141355
DTO006G7_4650,PAXB_swissprot,396.1,42,GCA_023141355
IWW49_002330,PAXG_swissprot,427.0,42,GCA_027578795
KXV81_003899,PAXM_swissprot,646.1,42,GCA_020503455
KXV81_002321,PAXM_swissprot,610.4,42,GCA_020503455
KXV81_005387,PAXG_swissprot,539.2,42,GCA_020503455
KXV81_002234,PAXG_swissprot,511.8,42,GCA_020503455
KXV81_007546,PAXB_swissprot,297.9,42,GCA_020503455
KXX28_001915,PAXM_swissprot,646.9,48,GCA_020499325
KXX28_001901,PAXM_swissprot,610.2,48,GCA_020499325
KXX28_001913,PAXG_swissprot,539.2,48,GCA_020499325
KXX28_004835,PAXG_swissprot,511.8,48,GCA_020499325
KXX28_007781,PAXB_swissprot,297.9,48,GCA_020499325
ASPCADRAFT_394399,PAXC_swissprot,561.6,48,GCA_001990825
ASPCADRAFT_41607,PAXM_swissprot,607.7,48,GCA_001990825
ASPCADRAFT_180050,PAXM_swissprot,480.4,48,GCA_001990825
ASPCADRAFT_401731,PAXG_swissprot,519.1,48,GCA_001990825
ASPCADRAFT_400705,PAXG_swissprot,419.3,48,GCA_001990825
ASPCADRAFT_41863,PAXB_swissprot,279.1,48,GCA_001990825
BO95DRAFT_504555,PAXC_swissprot,563.4,48,GCA_003184695
BO95DRAFT_504551,PAXM_swissprot,655.1,48,GCA_003184695
BO95DRAFT_459548,PAXM_swissprot,512.5,48,GCA_003184695
BO95DRAFT_431955,PAXM_swissprot,477.4,48,GCA_003184695
BO95DRAFT_374162,PAXG_swissprot,509.7,48,GCA_003184695
BO95DRAFT_358044,PAXG_swissprot,467.1,48,GCA_003184695
BO95DRAFT_469050,PAXB_swissprot,380.9,48,GCA_003184695
BO95DRAFT_455972,PAXB_swissprot,304.3,48,GCA_003184695
PENO1_034720,PAXG_swissprot,523.8,48,GCA_002382855
PENO1_051650,PAXG_swissprot,511.3,48,GCA_002382855
C8Q69DRAFT_12298,PAXC_swissprot,547.5,48,GCA_004022145
C8Q69DRAFT_12249,PAXM_swissprot,687.0,48,GCA_004022145
C8Q69DRAFT_520750,PAXG_swissprot,517.6,48,GCA_004022145
C8Q69DRAFT_12248,PAXB_swissprot,389.9,48,GCA_004022145
KXV79_003427,PAXM_swissprot,646.1,48,GCA_020501605
KXV79_006590,PAXM_swissprot,612.9,48,GCA_020501605
KXV79_009112,PAXM_swissprot,610.4,48,GCA_020501605
KXV79_003454,PAXG_swissprot,537.1,48,GCA_020501605
KXV79_004948,PAXG_swissprot,511.8,48,GCA_020501605
KXV79_006591,PAXB_swissprot,293.7,48,GCA_020501605
PNAL_LOCUS9081,PAXC_swissprot,604.7,48,GCA_911174935
PNAL_LOCUS9082,PAXM_swissprot,636.5,48,GCA_911174935
PNAL_LOCUS9083,PAXG_swissprot,510.3,48,GCA_911174935
PNAL_LOCUS8561,PAXG_swissprot,500.3,48,GCA_911174935
SAM04077.1,PAXG_swissprot,448.7,48,GCA_900079185
SAM07176.1,PAXG_swissprot,448.6,48,GCA_900079185
BGZ88_007518,PAXG_swissprot,457.6,48,GCA_015679425
CP532_3105,PAXM_swissprot,564.7,48,GCA_003339455
CP532_5879,PAXM_swissprot,511.6,48,GCA_003339455
CP532_3104,PAXG_swissprot,507.4,48,GCA_003339455
CP532_2736,PAXG_swissprot,502.9,48,GCA_003339455
CP532_3092,PAXB_swissprot,373.2,48,GCA_003339455
OIDMADRAFT_100660,PAXG_swissprot,536.1,48,GCA_000827325
LMH87_007816,PAXG_swissprot,508.0,48,GCA_028009165
AO1008_01814,PAXC_swissprot,618.4,48,GCA_000691885
AO1008_01813,PAXM_swissprot,679.5,48,GCA_000691885
AO1008_03975,PAXM_swissprot,613.3,48,GCA_000691885
AO1008_03901,PAXM_swissprot,509.7,48,GCA_000691885
AO1008_06428,PAXG_swissprot,515.2,48,GCA_000691885
AO1008_11669,PAXG_swissprot,493.7,48,GCA_000691885
AO1008_04279,PAXG_swissprot,491.1,48,GCA_000691885
AO1008_01815,PAXG_swissprot,477.4,48,GCA_000691885
AO1008_00216,PAXB_swissprot,426.7,48,GCA_000691885
O988_05944,PAXM_swissprot,487.2,48,GCA_000750675
BGZ46_002489,PAXG_swissprot,430.2,48,GCA_015500005
LZL87_013917,PAXM_swissprot,497.3,48,GCA_024865645
LZL87_013918,PAXG_swissprot,543.7,48,GCA_024865645
LZL87_003380,PAXG_swissprot,539.3,48,GCA_024865645
LZL87_013916,PAXB_swissprot,415.7,48,GCA_024865645
RCO7_00947,PAXG_swissprot,520.8,48,GCA_900074885
E4U51_002145,PAXM_swissprot,571.1,48,GCA_018360655
E4U51_005821,PAXG_swissprot,515.6,48,GCA_018360655
E4U51_002142,PAXB_swissprot,357.4,48,GCA_018360655
PCAMFM013_S002g001065,PAXC_swissprot,621.6,48,GCA_000513335
PCAMFM013_S028g000061,PAXM_swissprot,674.5,48,GCA_000513335
PCAMFM013_S002g001067,PAXM_swissprot,655.5,48,GCA_000513335
PCAMFM013_S002g000939,PAXG_swissprot,505.9,48,GCA_000513335
PCAMFM013_S003g000079,PAXG_swissprot,503.1,48,GCA_000513335
PCAMFM013_S002g001066,PAXB_swissprot,398.1,48,GCA_000513335
E4U41_000303,PAXM_swissprot,578.9,48,GCA_018360365
E4U41_003998,PAXG_swissprot,513.9,48,GCA_018360365
E4U41_001906,PAXG_swissprot,508.7,48,GCA_018360365
E4U41_001905,PAXB_swissprot,312.5,48,GCA_018360365
E4U44_000704,PAXM_swissprot,571.5,48,GCA_018360925
E4U44_006287,PAXG_swissprot,515.6,48,GCA_018360925
E4U44_000707,PAXB_swissprot,261.1,48,GCA_018360925
FRC15_006247,PAXG_swissprot,430.1,48,GCA_019623665
ABOM_008443,PAXC_swissprot,598.5,48,GCA_001792695
ABOM_008442,PAXM_swissprot,693.7,48,GCA_001792695
ABOM_005790,PAXM_swissprot,618.1,48,GCA_001792695
ABOM_002937,PAXM_swissprot,514.4,48,GCA_001792695
ABOM_008444,PAXG_swissprot,525.8,48,GCA_001792695
ABOM_002404,PAXG_swissprot,514.6,48,GCA_001792695
ABOM_002875,PAXB_swissprot,379.2,48,GCA_001792695
BDV32DRAFT_137146,PAXC_swissprot,623.9,48,GCA_009176395
BDV32DRAFT_157866,PAXM_swissprot,681.5,48,GCA_009176395
BDV32DRAFT_150174,PAXM_swissprot,618.2,48,GCA_009176395
BDV32DRAFT_153289,PAXM_swissprot,506.9,48,GCA_009176395
BDV32DRAFT_160439,PAXM_swissprot,501.2,48,GCA_009176395
BDV32DRAFT_144486,PAXG_swissprot,515.1,48,GCA_009176395
BDV32DRAFT_150404,PAXG_swissprot,473.9,48,GCA_009176395
BDV32DRAFT_138587,PAXB_swissprot,407.4,48,GCA_009176395
E4U19_003203,PAXM_swissprot,574.2,48,GCA_018360355
E4U19_001692,PAXG_swissprot,513.9,48,GCA_018360355
E4U19_003206,PAXB_swissprot,355.7,48,GCA_018360355
TCAP_04947,PAXG_swissprot,511.7,48,GCA_002901185
PHISP_05580,PAXG_swissprot,512.8,48,GCA_003698115
E4U22_004619,PAXM_swissprot,571.4,48,GCA_018360935
E4U22_005223,PAXG_swissprot,515.6,48,GCA_018360935
E4U22_004622,PAXB_swissprot,351.5,48,GCA_018360935
D6C91_02346,PAXG_swissprot,513.7,48,GCA_004917725
B0I35DRAFT_515348,PAXM_swissprot,565.5,48,GCA_020746835
B0I35DRAFT_347882,PAXG_swissprot,532.7,48,GCA_020746835
B0I35DRAFT_362759,PAXG_swissprot,435.5,48,GCA_020746835
CGXH109_LOCUS152792,PAXG_swissprot,520.3,48,GCA_946151405
GQ602_002169,PAXM_swissprot,568.1,48,GCA_012980515
GQ602_004805,PAXM_swissprot,525.9,48,GCA_012980515
GQ602_002042,PAXG_swissprot,502.8,48,GCA_012980515
GQ602_004809,PAXG_swissprot,491.2,48,GCA_012980515
GQ602_004808,PAXB_swissprot,377.1,48,GCA_012980515
GQ602_002166,PAXB_swissprot,311.0,48,GCA_012980515
DTO032C6_2320,PAXC_swissprot,615.8,48,GCA_023141115
DTO032C6_4848,PAXM_swissprot,711.0,48,GCA_023141115
DTO032C6_2318,PAXM_swissprot,647.3,48,GCA_023141115
DTO032C6_2317,PAXG_swissprot,518.4,48,GCA_023141115
DTO032C6_2025,PAXG_swissprot,502.5,48,GCA_023141115
DTO032C6_2319,PAXB_swissprot,398.0,48,GCA_023141115
PCG10_003969,PAXC_swissprot,658.4,48,GCA_014621375
PCG10_003967,PAXM_swissprot,503.6,48,GCA_014621375
PCG10_000779,PAXG_swissprot,501.2,48,GCA_014621375
PCG10_003968,PAXB_swissprot,447.8,48,GCA_014621375
LOZ12_002162,PAXM_swissprot,528.6,48,GCA_022831175
LOZ12_006658,PAXG_swissprot,511.4,48,GCA_022831175
BFJ69_g4019,PAXG_swissprot,539.2,48,GCA_003615115
VC83_03032,PAXG_swissprot,451.9,48,GCA_001641265
BDV29DRAFT_179474,PAXC_swissprot,633.5,48,GCA_009176345
BDV29DRAFT_187565,PAXC_swissprot,572.1,48,GCA_009176345
BDV29DRAFT_19672,PAXM_swissprot,685.5,48,GCA_009176345
BDV29DRAFT_188781,PAXM_swissprot,645.2,48,GCA_009176345
BDV29DRAFT_197946,PAXM_swissprot,604.2,48,GCA_009176345
BDV29DRAFT_197860,PAXM_swissprot,541.1,48,GCA_009176345
BDV29DRAFT_188518,PAXM_swissprot,505.7,48,GCA_009176345
BDV29DRAFT_159608,PAXG_swissprot,524.8,48,GCA_009176345
BDV29DRAFT_140520,PAXG_swissprot,507.7,48,GCA_009176345
BDV29DRAFT_193379,PAXB_swissprot,425.5,48,GCA_009176345
BDV29DRAFT_188780,PAXB_swissprot,288.1,48,GCA_009176345
CDD80_6197,PAXM_swissprot,551.7,48,GCA_002591395
CDD80_6196,PAXG_swissprot,581.0,48,GCA_002591395
CDD80_1465,PAXB_swissprot,282.6,48,GCA_002591395
OAory_01066610,PAXG_swissprot,617.5,48,GCA_002007945
OAory_01066600,PAXM_swissprot,714.7,48,GCA_002007945
OAory_01087840,PAXM_swissprot,611.1,48,GCA_002007945
OAory_01093020,PAXM_swissprot,506.9,48,GCA_002007945
OAory_01077630,PAXG_swissprot,515.3,48,GCA_002007945
OAory_01023330,PAXG_swissprot,493.2,48,GCA_002007945
OAory_01071540,PAXG_swissprot,480.2,48,GCA_002007945
OAory_01093460,PAXB_swissprot,408.4,48,GCA_002007945
E4U49_003164,PAXM_swissprot,571.1,48,GCA_018360685
E4U49_001141,PAXG_swissprot,515.6,48,GCA_018360685
E4U49_003167,PAXB_swissprot,357.4,48,GCA_018360685
NOR_08247,PAXM_swissprot,579.4,48,GCA_001636745
NOR_08251,PAXG_swissprot,525.9,48,GCA_001636745
NOR_05058,PAXG_swissprot,518.5,48,GCA_001636745
NOR_08250,PAXB_swissprot,381.3,48,GCA_001636745
M752DRAFT_222013,PAXC_swissprot,569.5,48,GCA_003344505
M752DRAFT_86756,PAXC_swissprot,562.9,48,GCA_003344505
M752DRAFT_258111,PAXM_swissprot,679.3,48,GCA_003344505
M752DRAFT_222068,PAXG_swissprot,543.7,48,GCA_003344505
M752DRAFT_244030,PAXG_swissprot,514.6,48,GCA_003344505
M752DRAFT_86746,PAXB_swissprot,314.3,48,GCA_003344505
BO97DRAFT_455855,PAXC_swissprot,569.0,48,GCA_003184865
BO97DRAFT_455851,PAXM_swissprot,652.8,48,GCA_003184865
BO97DRAFT_451599,PAXM_swissprot,574.9,48,GCA_003184865
BO97DRAFT_344694,PAXM_swissprot,557.2,48,GCA_003184865
BO97DRAFT_468931,PAXM_swissprot,481.1,48,GCA_003184865
BO97DRAFT_438611,PAXG_swissprot,508.1,48,GCA_003184865
BO97DRAFT_451737,PAXG_swissprot,501.8,48,GCA_003184865
BO97DRAFT_451130,PAXB_swissprot,415.3,48,GCA_003184865
BO97DRAFT_431250,PAXB_swissprot,305.3,48,GCA_003184865
G4B11_008912,PAXC_swissprot,640.2,48,GCA_014117485
G4B11_008913,PAXM_swissprot,713.6,48,GCA_014117485
G4B11_010400,PAXM_swissprot,614.0,48,GCA_014117485
G4B11_010914,PAXM_swissprot,506.3,48,GCA_014117485
G4B11_006423,PAXG_swissprot,515.3,48,GCA_014117485
G4B11_004341,PAXG_swissprot,493.2,48,GCA_014117485
G4B11_008400,PAXG_swissprot,433.8,48,GCA_014117485
G4B11_010962,PAXB_swissprot,427.8,48,GCA_014117485
BDV39DRAFT_193770,PAXC_swissprot,638.3,48,GCA_009193525
BDV39DRAFT_193772,PAXM_swissprot,692.4,48,GCA_009193525
BDV39DRAFT_205148,PAXM_swissprot,617.6,48,GCA_009193525
BDV39DRAFT_203419,PAXM_swissprot,509.3,48,GCA_009193525
BDV39DRAFT_204692,PAXG_swissprot,519.2,48,GCA_009193525
BDV39DRAFT_51755,PAXG_swissprot,513.9,48,GCA_009193525
BDV39DRAFT_212004,PAXG_swissprot,495.6,48,GCA_009193525
BDV39DRAFT_203149,PAXB_swissprot,423.8,48,GCA_009193525
CBS147337_2695,PAXC_swissprot,608.2,48,GCA_022829115
CBS147337_5150,PAXM_swissprot,711.0,48,GCA_022829115
CBS147337_2693,PAXM_swissprot,648.0,48,GCA_022829115
CBS147337_2692,PAXG_swissprot,518.4,48,GCA_022829115
CBS147337_1568,PAXG_swissprot,502.5,48,GCA_022829115
CBS147337_2694,PAXB_swissprot,396.1,48,GCA_022829115
A1F94_005964,PAXG_swissprot,468.2,48,GCA_003231325
IFM61392_08531,PAXM_swissprot,638.2,48,GCA_010724635
IFM61392_02638,PAXM_swissprot,618.2,48,GCA_010724635
IFM61392_09154,PAXM_swissprot,607.3,48,GCA_010724635
IFM61392_08532,PAXG_swissprot,540.2,48,GCA_010724635
IFM61392_04480,PAXG_swissprot,513.0,48,GCA_010724635
IFM61392_10602,PAXG_swissprot,490.6,48,GCA_010724635
IFM61392_09155,PAXB_swissprot,294.0,48,GCA_010724635
CH35J_001605,PAXM_swissprot,627.2,48,GCA_004920355
CH35J_001600,PAXG_swissprot,550.3,48,GCA_004920355
CH35J_010686,PAXG_swissprot,533.8,48,GCA_004920355
CH35J_001604,PAXB_swissprot,430.9,48,GCA_004920355
GQ53DRAFT_884318,PAXM_swissprot,488.2,48,GCA_021432635
GQ53DRAFT_884321,PAXG_swissprot,525.7,48,GCA_021432635
GQ53DRAFT_737782,PAXG_swissprot,520.7,48,GCA_021432635
GQ53DRAFT_637206,PAXB_swissprot,349.6,48,GCA_021432635
CNMCM5878_001043,PAXC_swissprot,603.9,48,GCA_012656325
CNMCM5878_003251,PAXM_swissprot,644.2,48,GCA_012656325
CNMCM5878_001045,PAXM_swissprot,637.8,48,GCA_012656325
CNMCM5878_005610,PAXM_swissprot,630.7,48,GCA_012656325
CNMCM5878_007531,PAXM_swissprot,619.1,48,GCA_012656325
CNMCM5878_003252,PAXG_swissprot,539.7,48,GCA_012656325
CNMCM5878_006172,PAXG_swissprot,512.4,48,GCA_012656325
CNMCM5878_005609,PAXB_swissprot,299.4,48,GCA_012656325
PSALAMII_LOCUS2441,PAXM_swissprot,500.2,48,GCA_911197365
PSALAMII_LOCUS4098,PAXG_swissprot,507.3,48,GCA_911197365
PSALAMII_LOCUS2918,PAXG_swissprot,458.2,48,GCA_911197365
LCP9604111_1715,PAXC_swissprot,615.8,48,GCA_015533775
LCP9604111_4458,PAXM_swissprot,711.0,48,GCA_015533775
LCP9604111_1717,PAXM_swissprot,647.3,48,GCA_015533775
LCP9604111_1718,PAXG_swissprot,518.4,48,GCA_015533775
LCP9604111_2012,PAXG_swissprot,502.5,48,GCA_015533775
LCP9604111_1716,PAXB_swissprot,398.0,48,GCA_015533775
CNMCM8694_005933,PAXM_swissprot,640.6,48,GCA_012656375
CNMCM8694_004804,PAXM_swissprot,635.5,48,GCA_012656375
CNMCM8694_007778,PAXM_swissprot,584.9,48,GCA_012656375
CNMCM8694_005934,PAXG_swissprot,532.3,48,GCA_012656375
CNMCM8694_006835,PAXG_swissprot,513.1,48,GCA_012656375
CNMCM8694_000974,PAXG_swissprot,490.4,48,GCA_012656375
CNMCM8694_004803,PAXB_swissprot,292.0,48,GCA_012656375
CBS147372_9317,PAXC_swissprot,608.2,48,GCA_023091085
CBS147372_6065,PAXM_swissprot,711.0,48,GCA_023091085
CBS147372_9319,PAXM_swissprot,648.0,48,GCA_023091085
CBS147372_9320,PAXG_swissprot,518.4,48,GCA_023091085
CBS147372_4180,PAXG_swissprot,502.5,48,GCA_023091085
CBS147372_9318,PAXB_swissprot,396.1,48,GCA_023091085
E4U14_007189,PAXM_swissprot,563.5,48,GCA_018360575
E4U14_005051,PAXG_swissprot,515.3,48,GCA_018360575
E4U14_007962,PAXB_swissprot,328.1,48,GCA_018360575
FGRMN_4462,PAXG_swissprot,534.8,48,GCA_013266165
IFM62136_03489,PAXM_swissprot,643.6,48,GCA_010724915
IFM62136_08964,PAXM_swissprot,618.2,48,GCA_010724915
IFM62136_09030,PAXM_swissprot,607.3,48,GCA_010724915
IFM62136_03488,PAXG_swissprot,532.3,48,GCA_010724915
IFM62136_00802,PAXG_swissprot,513.0,48,GCA_010724915
IFM62136_02886,PAXG_swissprot,492.2,48,GCA_010724915
IFM62136_09031,PAXB_swissprot,298.0,48,GCA_010724915
PENFLA_c076G01507,PAXC_swissprot,658.0,48,GCA_002072365
PENFLA_c010G01063,PAXC_swissprot,601.9,48,GCA_002072365
PENFLA_c008G07525,PAXM_swissprot,712.5,48,GCA_002072365
PENFLA_c076G06777,PAXM_swissprot,705.0,48,GCA_002072365
PENFLA_c010G06962,PAXM_swissprot,616.1,48,GCA_002072365
PENFLA_c070G10369,PAXG_swissprot,531.3,48,GCA_002072365
PENFLA_c022G00010,PAXG_swissprot,498.7,48,GCA_002072365
PENFLA_c076G06912,PAXB_swissprot,448.1,48,GCA_002072365
CBS147311_2561,PAXC_swissprot,615.8,48,GCA_023141205
CBS147311_2983,PAXM_swissprot,710.9,48,GCA_023141205
CBS147311_2559,PAXM_swissprot,648.0,48,GCA_023141205
CBS147311_2558,PAXG_swissprot,518.4,48,GCA_023141205
CBS147311_851,PAXG_swissprot,502.3,48,GCA_023141205
CBS147311_2560,PAXB_swissprot,396.9,48,GCA_023141205
IFM58399_04988,PAXM_swissprot,643.1,48,GCA_010724455
IFM58399_09134,PAXM_swissprot,607.3,48,GCA_010724455
IFM58399_06891,PAXM_swissprot,563.2,48,GCA_010724455
IFM58399_04987,PAXG_swissprot,530.8,48,GCA_010724455
IFM58399_01420,PAXG_swissprot,513.0,48,GCA_010724455
IFM58399_10164,PAXG_swissprot,491.6,48,GCA_010724455
IFM58399_09135,PAXB_swissprot,298.0,48,GCA_010724455
HG530_013943,PAXM_swissprot,502.7,48,GCA_012959155
HG530_013938,PAXG_swissprot,543.6,48,GCA_012959155
HG530_013557,PAXG_swissprot,536.2,48,GCA_012959155
HG530_013942,PAXB_swissprot,443.4,48,GCA_012959155
ZT1E4_G1280,PAXG_swissprot,521.0,48,GCA_900184115
ZT1E4_G857,PAXG_swissprot,430.1,48,GCA_900184115
MCOR17_001824,PAXG_swissprot,524.2,48,GCA_024704305
PNAL_LOCUS9008,PAXC_swissprot,604.7,48,GCA_911175305
PNAL_LOCUS9009,PAXM_swissprot,636.5,48,GCA_911175305
PNAL_LOCUS9010,PAXG_swissprot,510.3,48,GCA_911175305
PNAL_LOCUS10760,PAXG_swissprot,500.3,48,GCA_911175305
MCOR34_007471,PAXG_swissprot,524.2,48,GCA_024703975
DTO012A8_2596,PAXC_swissprot,615.8,48,GCA_023065625
DTO012A8_7885,PAXM_swissprot,711.0,48,GCA_023065625
DTO012A8_2594,PAXM_swissprot,647.3,48,GCA_023065625
DTO012A8_2593,PAXG_swissprot,518.4,48,GCA_023065625
DTO012A8_2733,PAXG_swissprot,502.5,48,GCA_023065625
DTO012A8_2595,PAXB_swissprot,398.0,48,GCA_023065625
ASPBRDRAFT_133371,PAXG_swissprot,633.0,48,GCA_001889945
ASPBRDRAFT_202581,PAXC_swissprot,562.7,48,GCA_001889945
ASPBRDRAFT_655198,PAXM_swissprot,664.3,48,GCA_001889945
ASPBRDRAFT_57789,PAXM_swissprot,629.5,48,GCA_001889945
ASPBRDRAFT_28812,PAXG_swissprot,517.9,48,GCA_001889945
ASPBRDRAFT_50920,PAXB_swissprot,349.8,48,GCA_001889945
ASPBRDRAFT_244553,PAXB_swissprot,318.8,48,GCA_001889945
E4U47_006749,PAXM_swissprot,571.4,48,GCA_018360855
E4U47_002382,PAXG_swissprot,515.9,48,GCA_018360855
