Accession,Hit,Score,Database,Assembly
AFUA_8G02400,cur_G_accs,524.4,42,GCA_000002655
F4813DRAFT_1091,cur_G_accs,462.2,42,GCA_022478715
IFM61392_08531,cur_M_accs,580.8,42,GCA_010724635
IFM61392_08532,cur_G_accs,523.0,42,GCA_010724635
IFM61392_10602,cur_G_accs,479.3,42,GCA_010724635
CNMCM8714_002103,cur_G_accs,524.3,42,GCA_012656185
CNMCM8927_007421,cur_M_accs,580.8,42,GCA_012656335
CNMCM8927_007420,cur_G_accs,523.0,42,GCA_012656335
CNMCM8927_005673,cur_G_accs,479.3,42,GCA_012656335
TPAR_08120,cur_C_accs,488.6,42,GCA_002916505
TPAR_08121,cur_B_accs,416.8,42,GCA_002916505
TPAR_08124,cur_M_accs,651.9,42,GCA_002916505
TPAR_03746,cur_G_accs,505.5,42,GCA_002916505
OnM2_071028,cur_G_accs,471.0,42,GCA_003610855
NOR_08249,cur_C_accs,494.8,42,GCA_001636745
NOR_08250,cur_B_accs,418.8,42,GCA_001636745
NOR_08247,cur_M_accs,645.0,42,GCA_001636745
NOR_08251,cur_G_accs,547.6,42,GCA_001636745
KXV77_002295,cur_G_accs,522.9,42,GCA_020503065
M747DRAFT_238950,cur_G_accs,642.8,42,GCA_003344705
M747DRAFT_269521,cur_C_accs,534.4,42,GCA_003344705
M747DRAFT_269528,cur_M_accs,673.4,42,GCA_003344705
E4U36_008021,cur_C_accs,494.6,42,GCA_018360725
E4U36_008022,cur_B_accs,386.7,42,GCA_018360725
E4U36_008019,cur_M_accs,659.2,42,GCA_018360725
F5Y10DRAFT_288434,cur_C_accs,479.4,42,GCA_022578505
F5Y10DRAFT_288437,cur_B_accs,396.0,42,GCA_022578505
F5Y10DRAFT_256224,cur_M_accs,619.8,42,GCA_022578505
F5Y10DRAFT_288438,cur_G_accs,536.2,42,GCA_022578505
F5Y10DRAFT_254643,cur_G_accs,468.9,42,GCA_022578505
PV06_06375,cur_G_accs,468.2,42,GCA_000835515
CNMCM8060_006026,cur_M_accs,582.3,42,GCA_012656395
CNMCM8060_006025,cur_G_accs,513.5,42,GCA_012656395
CNMCM8060_008991,cur_G_accs,479.3,42,GCA_012656395
G6M90_00g105030,cur_C_accs,495.6,42,GCA_013426205
G6M90_00g105040,cur_B_accs,424.7,42,GCA_013426205
G6M90_00g105010,cur_M_accs,650.9,42,GCA_013426205
G6M90_00g105050,cur_G_accs,550.7,42,GCA_013426205
G6M90_00g106040,cur_G_accs,491.6,42,GCA_013426205
MMC09_005479,cur_C_accs,463.7,42,GCA_022814255
MMC09_005478,cur_B_accs,387.9,42,GCA_022814255
MMC09_005476,cur_M_accs,595.9,42,GCA_022814255
MMC09_004515,cur_G_accs,467.7,42,GCA_022814255
E4U40_005091,cur_C_accs,494.3,42,GCA_018360275
E4U40_005092,cur_B_accs,331.4,42,GCA_018360275
E4U40_005089,cur_M_accs,660.0,42,GCA_018360275
E4U10_003522,cur_C_accs,492.9,42,GCA_018360765
E4U10_003521,cur_B_accs,382.5,42,GCA_018360765
E4U10_003524,cur_M_accs,660.4,42,GCA_018360765
MMC13_006452,cur_C_accs,458.1,42,GCA_022814265
MMC13_006450,cur_M_accs,648.3,42,GCA_022814265
MMC13_003048,cur_G_accs,473.3,42,GCA_022814265
DTO012A8_2596,cur_C_accs,571.3,48,GCA_023065625
DTO012A8_2595,cur_B_accs,405.9,48,GCA_023065625
DTO012A8_2594,cur_M_accs,703.5,48,GCA_023065625
DTO012A8_2593,cur_G_accs,558.7,48,GCA_023065625
ASPBRDRAFT_133371,cur_G_accs,646.6,48,GCA_001889945
ASPBRDRAFT_202581,cur_C_accs,536.0,48,GCA_001889945
ASPBRDRAFT_50920,cur_B_accs,346.8,48,GCA_001889945
ASPBRDRAFT_655198,cur_M_accs,662.9,48,GCA_001889945
ASPBRDRAFT_57789,cur_M_accs,628.3,48,GCA_001889945
CBS147311_2561,cur_C_accs,571.3,48,GCA_023141205
CBS147311_2560,cur_B_accs,404.8,48,GCA_023141205
CBS147311_2559,cur_M_accs,704.4,48,GCA_023141205
CBS147311_2558,cur_G_accs,558.7,48,GCA_023141205
PENFLA_c076G01507,cur_C_accs,618.9,48,GCA_002072365
PENFLA_c010G01063,cur_C_accs,553.2,48,GCA_002072365
PENFLA_c076G06912,cur_B_accs,471.7,48,GCA_002072365
PENFLA_c076G06777,cur_M_accs,806.3,48,GCA_002072365
PENFLA_c010G06962,cur_M_accs,665.8,48,GCA_002072365
PENFLA_c070G10369,cur_G_accs,630.6,48,GCA_002072365
HG530_013938,cur_G_accs,500.8,48,GCA_012959155
HG530_013557,cur_G_accs,465.4,48,GCA_012959155
IFM58399_04988,cur_M_accs,583.5,48,GCA_010724455
IFM58399_04987,cur_G_accs,510.9,48,GCA_010724455
IFM58399_10164,cur_G_accs,479.6,48,GCA_010724455
PNAL_LOCUS9008,cur_C_accs,559.9,48,GCA_911175305
PNAL_LOCUS9009,cur_M_accs,684.4,48,GCA_911175305
PNAL_LOCUS9010,cur_G_accs,551.2,48,GCA_911175305
KXV91_002016,cur_M_accs,580.6,48,GCA_020503555
KXV91_002014,cur_G_accs,524.3,48,GCA_020503555
Aspvir_009343,cur_C_accs,563.0,48,GCA_018404265
Aspvir_009345,cur_M_accs,637.5,48,GCA_018404265
Aspvir_002402,cur_M_accs,598.8,48,GCA_018404265
Aspvir_002404,cur_G_accs,532.3,48,GCA_018404265
Aspvir_005976,cur_G_accs,500.1,48,GCA_018404265
CBS147317_3061,cur_C_accs,565.3,48,GCA_023138675
CBS147317_3062,cur_B_accs,404.9,48,GCA_023138675
CBS147317_3063,cur_M_accs,704.4,48,GCA_023138675
CBS147317_3064,cur_G_accs,558.7,48,GCA_023138675
E4U47_002569,cur_C_accs,492.5,48,GCA_018360855
E4U47_002568,cur_B_accs,386.0,48,GCA_018360855
E4U47_006749,cur_M_accs,660.0,48,GCA_018360855
CBS147325_7680,cur_C_accs,571.3,48,GCA_023138645
CBS147325_7679,cur_B_accs,405.9,48,GCA_023138645
CBS147325_7678,cur_M_accs,704.4,48,GCA_023138645
CBS147325_7677,cur_G_accs,558.7,48,GCA_023138645
GQ53DRAFT_637807,cur_C_accs,484.6,48,GCA_021432635
GQ53DRAFT_637206,cur_B_accs,392.9,48,GCA_021432635
GQ53DRAFT_884321,cur_G_accs,537.4,48,GCA_021432635
CH35J_001600,cur_G_accs,499.0,48,GCA_004920355
CH35J_010686,cur_G_accs,472.7,48,GCA_004920355
IFM61392_08531,cur_M_accs,580.8,48,GCA_010724635
IFM61392_08532,cur_G_accs,523.0,48,GCA_010724635
IFM61392_10602,cur_G_accs,479.3,48,GCA_010724635
CNMCM5878_001043,cur_C_accs,568.6,48,GCA_012656325
CNMCM5878_001045,cur_M_accs,650.1,48,GCA_012656325
CNMCM5878_003251,cur_M_accs,587.1,48,GCA_012656325
CNMCM5878_003252,cur_G_accs,524.5,48,GCA_012656325
NOR_08249,cur_C_accs,494.8,48,GCA_001636745
NOR_08250,cur_B_accs,418.8,48,GCA_001636745
NOR_08247,cur_M_accs,645.0,48,GCA_001636745
NOR_08251,cur_G_accs,547.6,48,GCA_001636745
BO97DRAFT_455855,cur_C_accs,534.3,48,GCA_003184865
BO97DRAFT_451130,cur_B_accs,429.1,48,GCA_003184865
BO97DRAFT_455851,cur_M_accs,658.9,48,GCA_003184865
BO97DRAFT_451737,cur_G_accs,481.8,48,GCA_003184865
M752DRAFT_222013,cur_C_accs,535.6,48,GCA_003344505
M752DRAFT_86756,cur_C_accs,534.4,48,GCA_003344505
M752DRAFT_258111,cur_M_accs,673.7,48,GCA_003344505
M752DRAFT_222068,cur_G_accs,561.5,48,GCA_003344505
BDV39DRAFT_193770,cur_G_accs,661.4,48,GCA_009193525
BDV39DRAFT_203149,cur_B_accs,437.5,48,GCA_009193525
BDV39DRAFT_193772,cur_M_accs,741.1,48,GCA_009193525
BDV39DRAFT_204692,cur_G_accs,521.1,48,GCA_009193525
BDV39DRAFT_212004,cur_G_accs,487.5,48,GCA_009193525
CBS147337_2695,cur_C_accs,565.3,48,GCA_022829115
CBS147337_2694,cur_B_accs,404.9,48,GCA_022829115
CBS147337_2693,cur_M_accs,704.4,48,GCA_022829115
CBS147337_2692,cur_G_accs,558.7,48,GCA_022829115
G4B11_008912,cur_G_accs,656.8,48,GCA_014117485
G4B11_010962,cur_B_accs,443.8,48,GCA_014117485
G4B11_008913,cur_M_accs,766.4,48,GCA_014117485
G4B11_004341,cur_G_accs,487.7,48,GCA_014117485
FGRMN_4462,cur_G_accs,463.8,48,GCA_013266165
E4U14_007191,cur_C_accs,496.5,48,GCA_018360575
E4U14_007962,cur_B_accs,350.7,48,GCA_018360575
E4U14_007189,cur_M_accs,647.1,48,GCA_018360575
IFM62136_03489,cur_M_accs,584.0,48,GCA_010724915
IFM62136_03488,cur_G_accs,513.5,48,GCA_010724915
IFM62136_02886,cur_G_accs,480.0,48,GCA_010724915
CNMCM8694_005933,cur_M_accs,582.3,48,GCA_012656375
CNMCM8694_005934,cur_G_accs,513.5,48,GCA_012656375
CNMCM8694_000974,cur_G_accs,479.3,48,GCA_012656375
LCP9604111_1715,cur_C_accs,571.3,48,GCA_015533775
LCP9604111_1716,cur_B_accs,405.9,48,GCA_015533775
LCP9604111_1717,cur_M_accs,703.5,48,GCA_015533775
LCP9604111_1718,cur_G_accs,558.7,48,GCA_015533775
CBS147372_9317,cur_C_accs,565.3,48,GCA_023091085
CBS147372_9318,cur_B_accs,404.9,48,GCA_023091085
CBS147372_9319,cur_M_accs,704.4,48,GCA_023091085
CBS147372_9320,cur_G_accs,558.7,48,GCA_023091085
BFJ69_g4019,cur_G_accs,465.0,48,GCA_003615115
B0I35DRAFT_347882,cur_G_accs,466.9,48,GCA_020746835
GQ602_004807,cur_C_accs,463.4,48,GCA_012980515
GQ602_004808,cur_B_accs,421.1,48,GCA_012980515
GQ602_004805,cur_M_accs,575.5,48,GCA_012980515
PCG10_003969,cur_C_accs,619.1,48,GCA_014621375
PCG10_003968,cur_B_accs,471.0,48,GCA_014621375
DTO032C6_2320,cur_C_accs,571.3,48,GCA_023141115
DTO032C6_2319,cur_B_accs,405.9,48,GCA_023141115
DTO032C6_2318,cur_M_accs,703.5,48,GCA_023141115
DTO032C6_2317,cur_G_accs,558.7,48,GCA_023141115
OAory_01066610,cur_G_accs,650.1,48,GCA_002007945
OAory_01093460,cur_B_accs,423.6,48,GCA_002007945
OAory_01066600,cur_M_accs,766.7,48,GCA_002007945
OAory_01023330,cur_G_accs,487.7,48,GCA_002007945
OAory_01071540,cur_G_accs,486.6,48,GCA_002007945
E4U49_003166,cur_C_accs,494.5,48,GCA_018360685
E4U49_003167,cur_B_accs,386.7,48,GCA_018360685
E4U49_003164,cur_M_accs,659.2,48,GCA_018360685
BDV29DRAFT_179474,cur_C_accs,578.7,48,GCA_009176345
BDV29DRAFT_187565,cur_C_accs,522.2,48,GCA_009176345
BDV29DRAFT_193379,cur_B_accs,448.0,48,GCA_009176345
BDV29DRAFT_19672,cur_M_accs,749.1,48,GCA_009176345
BDV29DRAFT_188781,cur_M_accs,596.7,48,GCA_009176345
BDV29DRAFT_159608,cur_G_accs,568.7,48,GCA_009176345
CDD80_6196,cur_C_accs,539.1,48,GCA_002591395
CDD80_6197,cur_M_accs,618.0,48,GCA_002591395
PNAL_LOCUS9081,cur_C_accs,559.9,48,GCA_911174935
PNAL_LOCUS9082,cur_M_accs,684.4,48,GCA_911174935
PNAL_LOCUS9083,cur_G_accs,551.2,48,GCA_911174935
KXV79_003427,cur_M_accs,580.0,48,GCA_020501605
KXV79_003454,cur_G_accs,522.9,48,GCA_020501605
AO1008_01814,cur_C_accs,571.7,48,GCA_000691885
AO1008_00216,cur_B_accs,442.4,48,GCA_000691885
AO1008_01813,cur_M_accs,732.3,48,GCA_000691885
AO1008_01815,cur_G_accs,502.8,48,GCA_000691885
AO1008_11669,cur_G_accs,497.4,48,GCA_000691885
AO1008_04279,cur_G_accs,485.8,48,GCA_000691885
OIDMADRAFT_100660,cur_G_accs,476.8,48,GCA_000827325
CP532_3108,cur_C_accs,481.7,48,GCA_003339455
CP532_3092,cur_B_accs,419.1,48,GCA_003339455
CP532_3105,cur_M_accs,631.9,48,GCA_003339455
ASPCADRAFT_394399,cur_C_accs,530.4,48,GCA_001990825
ASPCADRAFT_41607,cur_M_accs,603.0,48,GCA_001990825
ASPCADRAFT_401731,cur_G_accs,461.8,48,GCA_001990825
KXX28_001915,cur_M_accs,580.6,48,GCA_020499325
KXX28_001913,cur_G_accs,524.3,48,GCA_020499325
BO95DRAFT_504555,cur_C_accs,526.0,48,GCA_003184695
BO95DRAFT_469050,cur_B_accs,394.5,48,GCA_003184695
BO95DRAFT_504551,cur_M_accs,659.9,48,GCA_003184695
C8Q69DRAFT_12298,cur_C_accs,520.2,48,GCA_004022145
C8Q69DRAFT_12248,cur_B_accs,404.1,48,GCA_004022145
C8Q69DRAFT_12249,cur_M_accs,687.0,48,GCA_004022145
E4U44_000706,cur_C_accs,494.7,48,GCA_018360925
E4U44_000704,cur_M_accs,660.3,48,GCA_018360925
BDV32DRAFT_137146,cur_G_accs,647.3,48,GCA_009176395
BDV32DRAFT_138587,cur_B_accs,415.6,48,GCA_009176395
BDV32DRAFT_157866,cur_M_accs,722.0,48,GCA_009176395
BDV32DRAFT_150404,cur_G_accs,466.0,48,GCA_009176395
ABOM_008443,cur_C_accs,558.8,48,GCA_001792695
ABOM_002875,cur_B_accs,384.5,48,GCA_001792695
ABOM_008442,cur_M_accs,735.8,48,GCA_001792695
ABOM_008444,cur_G_accs,561.0,48,GCA_001792695
E4U19_003205,cur_C_accs,496.9,48,GCA_018360355
E4U19_003206,cur_B_accs,387.3,48,GCA_018360355
E4U19_003203,cur_M_accs,660.3,48,GCA_018360355
E4U22_004621,cur_C_accs,492.6,48,GCA_018360935
E4U22_004622,cur_B_accs,378.4,48,GCA_018360935
E4U22_004619,cur_M_accs,660.0,48,GCA_018360935
LZL87_013918,cur_G_accs,501.5,48,GCA_024865645
LZL87_003380,cur_G_accs,465.8,48,GCA_024865645
E4U41_001904,cur_C_accs,488.1,48,GCA_018360365
E4U41_001905,cur_B_accs,331.6,48,GCA_018360365
E4U41_000303,cur_M_accs,671.6,48,GCA_018360365
E4U41_001906,cur_G_accs,539.1,48,GCA_018360365
PCAMFM013_S002g001065,cur_C_accs,571.2,48,GCA_000513335
PCAMFM013_S002g001066,cur_B_accs,410.1,48,GCA_000513335
PCAMFM013_S002g001067,cur_M_accs,712.5,48,GCA_000513335
PCAMFM013_S002g000939,cur_G_accs,483.9,48,GCA_000513335
E4U51_002143,cur_C_accs,494.6,48,GCA_018360655
E4U51_002142,cur_B_accs,386.7,48,GCA_018360655
E4U51_002145,cur_M_accs,659.2,48,GCA_018360655
KXV98_002874,cur_M_accs,580.0,70,GCA_020501005
KXV98_009910,cur_G_accs,524.4,70,GCA_020501005
G4B11_008912,cur_G_accs,656.8,70,GCA_014117485
G4B11_010962,cur_B_accs,443.8,70,GCA_014117485
G4B11_008913,cur_M_accs,766.4,70,GCA_014117485
G4B11_004341,cur_G_accs,487.7,70,GCA_014117485
BO80DRAFT_453475,cur_G_accs,642.5,70,GCA_003184845
BO80DRAFT_448139,cur_C_accs,529.2,70,GCA_003184845
BO80DRAFT_453476,cur_M_accs,676.5,70,GCA_003184845
BO80DRAFT_363328,cur_M_accs,628.1,70,GCA_003184845
X797_008107,cur_C_accs,495.1,70,GCA_000591435
X797_008108,cur_B_accs,425.1,70,GCA_000591435
X797_008105,cur_M_accs,652.7,70,GCA_000591435
X797_008109,cur_G_accs,552.8,70,GCA_000591435
X797_011255,cur_G_accs,493.8,70,GCA_000591435
H9Q74_013279,cur_G_accs,488.8,70,GCA_018296345
H9Q74_013129,cur_G_accs,463.4,70,GCA_018296345
M1839_002269,cur_G_accs,478.0,70,GCA_026024515
CDV58_09173,cur_G_accs,524.3,70,GCA_002234985
VDGD_08571,cur_G_accs,465.4,70,GCA_003320035
MMC32_005675,cur_G_accs,466.1,70,GCA_022813825
Forpi1262_v011872,cur_G_accs,464.1,70,GCA_019157275
BP5796_10930,cur_G_accs,462.9,70,GCA_003369635
B0J18DRAFT_423195,cur_G_accs,468.1,70,GCA_020726445
BGT96224_893,cur_G_accs,476.7,70,GCA_000418435
KXW55_005687,cur_G_accs,521.2,70,GCA_020503165
PNAL_LOCUS10005,cur_C_accs,559.9,70,GCA_911175245
PNAL_LOCUS10004,cur_M_accs,684.4,70,GCA_911175245
PNAL_LOCUS10003,cur_G_accs,551.2,70,GCA_911175245
EG329_013034,cur_G_accs,480.2,70,GCA_009613015
L6R41_000910,cur_B_accs,398.5,70,GCA_023646175
EAF00_009593,cur_G_accs,475.8,70,GCA_014898425
AnigIFM59636_003645,cur_C_accs,537.7,70,GCA_027923865
AnigIFM59636_011773,cur_C_accs,534.4,70,GCA_027923865
AnigIFM59636_011772,cur_M_accs,627.7,70,GCA_027923865
AnigIFM59636_003644,cur_G_accs,543.3,70,GCA_027923865
N0V84_011493,cur_G_accs,468.6,70,GCA_027946385
FE257_008461,cur_C_accs,473.6,70,GCA_015844325
FE257_005269,cur_B_accs,346.2,70,GCA_015844325
FE257_010062,cur_M_accs,593.6,70,GCA_015844325
FE257_002394,cur_G_accs,484.9,70,GCA_015844325
AAWM_08609,cur_C_accs,632.0,70,GCA_003850985
AAWM_03210,cur_C_accs,533.1,70,GCA_003850985
AAWM_03209,cur_M_accs,662.2,70,GCA_003850985
AAWM_08610,cur_M_accs,650.3,70,GCA_003850985
BO88DRAFT_425112,cur_G_accs,653.4,70,GCA_003184925
BO88DRAFT_456811,cur_C_accs,535.1,70,GCA_003184925
BO88DRAFT_329056,cur_B_accs,357.7,70,GCA_003184925
BO88DRAFT_348350,cur_B_accs,331.2,70,GCA_003184925
BO88DRAFT_446031,cur_M_accs,667.9,70,GCA_003184925
BO88DRAFT_453177,cur_M_accs,637.9,70,GCA_003184925
JMJ77_0007864,cur_G_accs,461.5,70,GCA_018906765
B0T10DRAFT_309945,cur_G_accs,472.9,94,GCA_020736575
BFJ63_vAg10263,cur_G_accs,465.0,94,GCA_004141715
KXV29_001941,cur_G_accs,522.9,94,GCA_020500935
E4U40_005091,cur_C_accs,494.3,94,GCA_018360275
E4U40_005092,cur_B_accs,331.4,94,GCA_018360275
E4U40_005089,cur_M_accs,660.0,94,GCA_018360275
IFM62136_03489,cur_M_accs,584.0,94,GCA_010724915
IFM62136_03488,cur_G_accs,513.5,94,GCA_010724915
IFM62136_02886,cur_G_accs,480.0,94,GCA_010724915
KXW65_002093,cur_M_accs,580.5,94,GCA_020500455
KXW65_009363,cur_G_accs,524.3,94,GCA_020500455
CNMCM5793_009084,cur_C_accs,525.8,94,GCA_014281905
CNMCM5793_009083,cur_B_accs,401.0,94,GCA_014281905
CNMCM5793_009082,cur_M_accs,663.7,94,GCA_014281905
CNMCM5793_000866,cur_M_accs,594.3,94,GCA_014281905
CNMCM5793_000867,cur_G_accs,499.4,94,GCA_014281905
E5D57_009779,cur_C_accs,492.7,94,GCA_013305495
E5D57_009778,cur_B_accs,424.5,94,GCA_013305495
E5D57_009781,cur_M_accs,641.6,94,GCA_013305495
E5D57_009651,cur_G_accs,492.7,94,GCA_013305495
KXX64_003339,cur_G_accs,524.4,94,GCA_020499005
CBS147330_8417,cur_C_accs,565.3,94,GCA_023138445
CBS147330_8416,cur_B_accs,404.9,94,GCA_023138445
CBS147330_8415,cur_M_accs,704.4,94,GCA_023138445
CBS147330_8414,cur_G_accs,558.7,94,GCA_023138445
KXW13_003018,cur_M_accs,580.4,94,GCA_020503275
KXW13_003016,cur_G_accs,524.3,94,GCA_020503275
GLAREA_03340,cur_G_accs,474.7,94,GCA_000409485
KXV38_002155,cur_M_accs,580.5,94,GCA_020503905
KXV38_002022,cur_G_accs,524.3,94,GCA_020503905
ATEG_09059,cur_M_accs,596.3,94,GCA_000149615
ATEG_05898,cur_M_accs,586.4,94,GCA_000149615
KXX58_005494,cur_G_accs,524.3,94,GCA_020499115
PNAL_LOCUS10122,cur_C_accs,559.9,94,GCA_911175295
PNAL_LOCUS10121,cur_M_accs,684.4,94,GCA_911175295
PNAL_LOCUS10120,cur_G_accs,551.2,94,GCA_911175295
KXX59_001943,cur_G_accs,524.3,94,GCA_020499475
AnigIFM50267_006148,cur_C_accs,539.4,94,GCA_027923745
AnigIFM50267_003511,cur_C_accs,534.4,94,GCA_027923745
AnigIFM50267_003509,cur_M_accs,628.7,94,GCA_027923745
AnigIFM50267_006147,cur_G_accs,558.9,94,GCA_027923745
RJ55_03678,cur_C_accs,482.7,94,GCA_001618945
RJ55_03677,cur_B_accs,420.2,94,GCA_001618945
RJ55_03676,cur_M_accs,610.8,94,GCA_001618945
BGT96224_893,cur_G_accs,476.7,94,GCA_000418435
BDV33DRAFT_190037,cur_G_accs,662.1,94,GCA_009176405
BDV33DRAFT_203930,cur_B_accs,438.2,94,GCA_009176405
BDV33DRAFT_190036,cur_M_accs,745.3,94,GCA_009176405
BDV33DRAFT_200480,cur_G_accs,525.8,94,GCA_009176405
BDV33DRAFT_50944,cur_G_accs,487.7,94,GCA_009176405
E4U41_001904,cur_C_accs,488.1,94,GCA_018360365
E4U41_001905,cur_B_accs,331.6,94,GCA_018360365
E4U41_000303,cur_M_accs,671.6,94,GCA_018360365
E4U41_001906,cur_G_accs,539.1,94,GCA_018360365
PDE_10001,cur_G_accs,481.6,94,GCA_000346795
G7Z17_g9192,cur_G_accs,472.7,94,GCA_014621425
F4815DRAFT_167700,cur_G_accs,464.0,94,GCA_023065755
KXX69_003712,cur_M_accs,580.0,77,GCA_020499335
KXX69_005483,cur_G_accs,524.4,77,GCA_020499335
ALT_9421,cur_M_accs,584.6,77,GCA_001445615
ALT_9420,cur_G_accs,510.9,77,GCA_001445615
ALT_0107,cur_G_accs,480.0,77,GCA_001445615
E4U32_002007,cur_C_accs,494.0,77,GCA_018360325
E4U32_002008,cur_B_accs,368.9,77,GCA_018360325
E4U32_003984,cur_B_accs,353.9,77,GCA_018360325
E4U32_002005,cur_M_accs,646.2,77,GCA_018360325
DTO013E5_3854,cur_C_accs,571.3,77,GCA_023141195
DTO013E5_3853,cur_B_accs,405.9,77,GCA_023141195
DTO013E5_3852,cur_M_accs,703.5,77,GCA_023141195
DTO013E5_3851,cur_G_accs,558.7,77,GCA_023141195
F5Y06DRAFT_305120,cur_C_accs,519.8,77,GCA_022497025
F5Y06DRAFT_305116,cur_M_accs,610.7,77,GCA_022497025
F5Y06DRAFT_290213,cur_G_accs,466.3,77,GCA_022497025
CBS147310_9691,cur_C_accs,571.3,77,GCA_023141305
CBS147310_9692,cur_B_accs,405.9,77,GCA_023141305
CBS147310_9693,cur_M_accs,704.4,77,GCA_023141305
CBS147310_9694,cur_G_accs,558.7,77,GCA_023141305
PENPOL_c003G02662,cur_C_accs,576.0,77,GCA_002072265
PENPOL_c003G04128,cur_M_accs,712.6,77,GCA_002072265
PENPOL_c003G06101,cur_G_accs,481.8,77,GCA_002072265
CBS147309_2015,cur_C_accs,565.3,77,GCA_023141315
CBS147309_2014,cur_B_accs,404.9,77,GCA_023141315
CBS147309_2013,cur_M_accs,704.4,77,GCA_023141315
CBS147309_2012,cur_G_accs,558.7,77,GCA_023141315
BDV36DRAFT_282078,cur_G_accs,658.5,77,GCA_009193665
BDV36DRAFT_306652,cur_B_accs,433.7,77,GCA_009193665
BDV36DRAFT_307635,cur_M_accs,748.0,77,GCA_009193665
BDV36DRAFT_301039,cur_G_accs,512.5,77,GCA_009193665
BDV36DRAFT_57316,cur_G_accs,462.0,77,GCA_009193665
ED733_002068,cur_C_accs,494.8,77,GCA_007866325
ED733_002090,cur_B_accs,418.8,77,GCA_007866325
ED733_001984,cur_M_accs,645.6,77,GCA_007866325
ED733_002116,cur_G_accs,547.5,77,GCA_007866325
P174DRAFT_392533,cur_C_accs,570.5,77,GCA_002847465
P174DRAFT_497469,cur_C_accs,486.1,77,GCA_002847465
P174DRAFT_513879,cur_B_accs,410.8,77,GCA_002847465
P174DRAFT_497465,cur_B_accs,368.3,77,GCA_002847465
P174DRAFT_377278,cur_M_accs,668.2,77,GCA_002847465
P174DRAFT_513878,cur_M_accs,653.2,77,GCA_002847465
P174DRAFT_473479,cur_M_accs,612.5,77,GCA_002847465
P174DRAFT_424393,cur_M_accs,578.7,77,GCA_002847465
P174DRAFT_377607,cur_G_accs,521.4,77,GCA_002847465
P174DRAFT_511177,cur_G_accs,487.0,77,GCA_002847465
P174DRAFT_413359,cur_G_accs,476.9,77,GCA_002847465
AtWU_03811,cur_C_accs,533.3,77,GCA_013340325
AtWU_06561,cur_C_accs,528.1,77,GCA_013340325
AtWU_06559,cur_M_accs,672.1,77,GCA_013340325
AtWU_03812,cur_G_accs,536.8,77,GCA_013340325
AFLA70_36g004820,cur_C_accs,571.5,77,GCA_000952835
AFLA70_24g004750,cur_B_accs,443.8,77,GCA_000952835
AFLA70_36g004811,cur_M_accs,754.4,77,GCA_000952835
AFLA70_36g004830,cur_G_accs,589.3,77,GCA_000952835
AFLA70_143g002552,cur_G_accs,524.9,77,GCA_000952835
AFLA70_50g003560,cur_G_accs,488.5,77,GCA_000952835
GcM1_192028,cur_G_accs,475.5,77,GCA_003611235
NCS57_00750400,cur_G_accs,470.1,77,GCA_025433545
BO78DRAFT_410089,cur_G_accs,647.6,77,GCA_003184635
BO78DRAFT_413802,cur_C_accs,533.0,77,GCA_003184635
BO78DRAFT_300697,cur_B_accs,385.4,77,GCA_003184635
BO78DRAFT_452563,cur_M_accs,668.7,77,GCA_003184635
BO78DRAFT_358881,cur_M_accs,648.0,77,GCA_003184635
BGZ57DRAFT_937145,cur_G_accs,475.1,77,GCA_021399475
ACRE_051590,cur_C_accs,477.9,77,GCA_000769265
IFM47457_04903,cur_M_accs,580.8,77,GCA_010723975
IFM47457_04902,cur_G_accs,523.0,77,GCA_010723975
IFM47457_05448,cur_G_accs,480.9,77,GCA_010723975
HIM_09525,cur_C_accs,485.4,77,GCA_000956045
HIM_07575,cur_C_accs,478.8,77,GCA_000956045
HIM_09524,cur_B_accs,417.7,77,GCA_000956045
HIM_07578,cur_B_accs,397.9,77,GCA_000956045
HIM_09528,cur_M_accs,646.3,77,GCA_000956045
BDV39DRAFT_193770,cur_G_accs,661.4,77,GCA_009193525
BDV39DRAFT_203149,cur_B_accs,437.5,77,GCA_009193525
BDV39DRAFT_193772,cur_M_accs,741.1,77,GCA_009193525
BDV39DRAFT_204692,cur_G_accs,521.1,77,GCA_009193525
BDV39DRAFT_212004,cur_G_accs,487.5,77,GCA_009193525
CBS147354_1024,cur_C_accs,571.3,77,GCA_023065465
CBS147354_1023,cur_B_accs,405.9,77,GCA_023065465
CBS147354_1022,cur_M_accs,703.5,77,GCA_023065465
CBS147354_1021,cur_G_accs,557.6,77,GCA_023065465
FIESC28_02439,cur_G_accs,469.1,77,GCA_003316985
E4U60_000549,cur_C_accs,495.9,77,GCA_018360065
E4U60_000550,cur_B_accs,381.4,77,GCA_018360065
E4U60_000547,cur_M_accs,650.9,77,GCA_018360065
BO66DRAFT_364591,cur_C_accs,529.1,77,GCA_003184765
BO66DRAFT_393289,cur_B_accs,397.2,77,GCA_003184765
BO66DRAFT_453537,cur_M_accs,660.1,77,GCA_003184765
DL767_000117,cur_C_accs,450.6,77,GCA_004155925
DL767_000118,cur_B_accs,414.1,77,GCA_004155925
H9Q69_014054,cur_G_accs,463.4,77,GCA_018296325
MMC15_002288,cur_G_accs,464.0,77,GCA_022813765
BDW47DRAFT_21353,cur_C_accs,558.4,77,GCA_002847045
BDW47DRAFT_21344,cur_B_accs,449.8,77,GCA_002847045
